Starting procces. Date and time is 12/13/2022, 18:14:32


[12/13/2022, 18:14:33] [INFO - CLIENT]: Logged in as Oxyroid#6023
[12/13/2022, 18:14:34] [INFO - FEATURES]: Loaded feature: CreatePerGuildModel.ts
[12/13/2022, 18:14:34] [INFO - COMMANDS]: Loaded command: clear.ts
[12/13/2022, 18:14:34] [INFO - COMMANDS]: Loaded command: dump.ts
[12/13/2022, 18:14:34] [INFO - COMMANDS]: Loaded command: help.ts
[12/13/2022, 18:14:34] [INFO - COMMANDS]: Loaded command: ping.ts
[12/13/2022, 18:14:34] [INFO - BUTTONS]: Loaded button: test.ts
[12/13/2022, 18:14:34] [INFO - FEATURES]: Loaded feature: OnGuildAddRegisterCommands.ts
[12/13/2022, 18:14:33] [INFO - SERVER]: Server listening on port 4000
[12/13/2022, 18:14:34] [INFO - COMMANDS]: Successfully updated slash commands.
[12/13/2022, 18:14:34] [INFO - DB]: Connected to database
[12/13/2022, 18:16:12] [INFO - PROCESS]: Exiting with reason: "SIGUSR2"
